"","C_NI_12_00","CKNI_12_00","CBODD_12_00","CKND_12_00","CNOD_12_00","CBODN_12_00","CKNN_12_00","CNON_12_00","C_NI_12_15","CKNI_12_15","CBODD_12_15","CKND_12_15","CNOD_12_15","CBODN_12_15","CKNN_12_15","CNON_12_15","C_NI_12_30","CKNI_12_30","CBODD_12_30","CKND_12_30","CNOD_12_30","CBODN_12_30","CKNN_12_30","CNON_12_30","C_NI_12_45","CKNI_12_45","CBODD_12_45","CKND_12_45","CNOD_12_45","CBODN_12_45","CKNN_12_45","CNON_12_45"
"436","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","25_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","30_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","30_MG_L","4_MG_L","0_5_MG_L","15_MG_L","0_5_MG_L","4_MG_L"
"437","6","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","6","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"438","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"439","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"440","3","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"441","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"442","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","25_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","6_MG_L","4","30_MG_L","25_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","6_MG_L","5","40_MG_L","25_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","6_MG_L"
"443","6","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"444","6","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"445","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"446","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"447","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"448","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"449","6","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"450","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","3","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"451","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","6_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","3","40_MG_L","20_MG_L","6_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","3","40_MG_L","20_MG_L","6_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"452","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"453","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"454","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"455","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"456","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"457","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"458","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","6","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"459","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","40_MG_L","25_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","40_MG_L","25_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L"
"460","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L"
"461","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"462","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","6_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","6_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"463","6","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","40_MG_L","20_MG_L","6_MG_L","1_MG_L","15_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","6_MG_L","1_MG_L","15_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","6_MG_L","0_5_MG_L","15_MG_L","1_MG_L","4_MG_L"
"464","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"465","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","6_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","6_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","6_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"466","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","6_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","40_MG_L","20_MG_L","6_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"467","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"468","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"469","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","6_MG_L"
"470","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L"
"471","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"472","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"473","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"474","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","3","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"475","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"476","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"477","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"478","6","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"479","6","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"480","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"481","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","6_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","40_MG_L","20_MG_L","6_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","6_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L"
"482","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"483","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"484","6","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","25_MG_L","6_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","25_MG_L","6_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","6","40_MG_L","25_MG_L","6_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"485","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"486","6","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","6","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"487","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"488","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"489","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","3","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"490","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","25_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","25_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","25_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"491","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"492","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"493","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","6_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","40_MG_L","20_MG_L","6_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"494","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"495","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"496","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","6_MG_L","3","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","6_MG_L","3","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","6_MG_L"
"497","6","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","25_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","25_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","20_MG_L","25_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"498","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"499","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","6","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
